# RPairs file created from KEGG LIGAND version 49.0 reaction file
# REACTION_ID	RPAIR_ID	LEFT_CPD_ID	RIGHT_CPD_ID	LINK_TYPE
R04292	RP08017	C00111	C03722	trans
R04293	RP03924	C03722	C04409	main
R04293	RP08018	C00001	C04409	leave
R04294	RP00030	C00342	C00343	cofac
R04294	RP03925	C03723	C04232	main
R04294	RP08019	C00001	C03723	leave
R04296	RP00012	C00015	C00029	main
R04296	RP07151	C00029	C05143	trans
R04296	RP09308	C03742	C05143	main
R04297	RP03929	C01108	C03743	main
R04297	RP03930	C02183	C03743	main
R04297	RP03931	C03743	C03743	trans
R04300	RP00006	C00007	C00027	cofac
R04300	RP03932	C03758	C04043	main
R04300	RP06053	C00001	C04043	leave
R04300	RP08021	C00014	C03758	leave
R04301	RP00004	C00019	C00021	main
R04301	RP03933	C03758	C05587	main
R04301	RP08022	C00019	C05587	trans
R04303	RP00001	C00005	C00006	cofac
R04303	RP03936	C03764	C04291	main
R04304	RP00002	C00003	C00004	cofac
R04304	RP03937	C03765	C06044	main
R04305	RP03938	C03758	C06160	main
R04305	RP03939	C03765	C06160	main
R04305	RP05897	C00001	C03765	leave
R04306	RP00001	C00005	C00006	cofac
R04306	RP00013	C00001	C00007	cofac
R04306	RP05905	C00007	C00650	leave
R04306	RP10125	C00650	C04353	main
R04306	RP12531	C00001	C04353	leave
R04307	RP00002	C00003	C00004	cofac
R04307	RP03941	C03767	C04404	main
R04309	RP00002	C00003	C00004	cofac
R04309	RP00748	C03772	C04373	main
R04310	RP00001	C00005	C00006	cofac
R04310	RP00748	C03772	C04373	main
R04311	RP03944	C03372	C03715	trans
R04311	RP08023	C03129	C03372	main
R04311	RP12530	C00339	C03715	main
R04312	RP00190	C00009	C00013	leave
R04312	RP08024	C00013	C04391	leave
R04312	RP12529	C03788	C04391	main
R04314	RP03948	C02743	C03800	main
R04314	RP08026	C03800	C04250	trans
R04314	RP12526	C04250	C11475	main
R04315	RP00030	C00342	C00343	cofac
R04315	RP03950	C03802	C04283	main
R04315	RP08027	C00001	C03802	leave
R04316	RP00007	C00010	C00024	main
R04316	RP03951	C03803	C04341	main
R04316	RP08028	C00024	C04341	trans
R04317	RP03952	C03804	C04399	main
R04317	RP05676	C00001	C00009	leave
R04317	RP08029	C00009	C04399	leave
R04318	RP12524	C05551	C16672	main
R04318	RP12525	C00001	C16672	leave
R04319	RP00001	C00005	C00006	cofac
R04320	RP03954	C00333	C00470	main
R04320	RP03955	C00470	C00470	main
R04320	RP10379	C00001	C00333	leave
R04321	RP00099	C00055	C00307	main
R04321	RP03956	C03820	C04598	main
R04321	RP08030	C00307	C04598	trans
R04322	RP00017	C00015	C00052	main
R04322	RP03957	C03823	C04708	main
R04322	RP08031	C00052	C04708	trans
R04323	RP03958	C03824	C04409	main
R04323	RP08032	C00011	C04409	leave
R04325	RP00072	C00101	C00234	main
R04325	RP00749	C03838	C04376	main
R04325	RP08033	C00234	C04376	trans
R04326	RP00749	C03838	C04376	main
R04326	RP03960	C00101	C00445	main
R04326	RP08034	C00001	C04376	leave
R04326	RP08035	C00445	C04376	trans
R04327	RP00013	C00001	C00007	cofac
R04327	RP03961	C03840	C04110	main
R04328	RP00001	C00005	C00006	cofac
R04328	RP00013	C00001	C00007	cofac
R04328	RP05367	C00007	C00011	leave
R04328	RP08037	C00011	C05111	leave
R04328	RP11282	C01189	C05111	main
R04330	RP00002	C00003	C00004	cofac
R04330	RP03963	C03852	C03917	main
R04331	RP00031	C00035	C00096	main
R04331	RP03964	C04537	C04615	main
R04331	RP08038	C00096	C04615	trans
R04332	RP00004	C00019	C00021	main
R04332	RP08039	C00019	C04459	trans
R04332	RP12523	C03866	C04459	main
R04333	RP03966	C00137	C03868	main
R04333	RP03967	C00031	C04197	main
R04333	RP08040	C03868	C04197	trans
R04334	RP00017	C00015	C00052	main
R04334	RP03968	C03868	C04695	main
R04334	RP08041	C00052	C04695	trans
R04335	RP00571	C00015	C00935	main
R04335	RP03969	C03868	C04611	main
R04335	RP08042	C00935	C04611	trans
R04336	RP03970	C03871	C03972	main
R04336	RP05901	C00001	C03871	leave
R04338	RP00014	C00025	C00026	main
R04338	RP03972	C03900	C04264	main
R04338	RP08043	C00026	C04264	trans
R04338	RP08044	C00025	C03900	trans
R04339	RP00002	C00003	C00004	cofac
R04339	RP00750	C03901	C04445	main
R04340	RP00001	C00005	C00006	cofac
R04340	RP00750	C03901	C04445	main
R04341	RP03974	C03904	C03905	main
R04341	RP08045	C00001	C03904	leave
R04341	RP08046	C00014	C03905	leave
R04342	RP00001	C00005	C00006	cofac
R04342	RP00013	C00001	C00007	cofac
R04342	RP08047	C00007	C00852	leave
R04342	RP09103	C00852	C12208	main
R04343	RP00172	C00015	C00617	main
R04343	RP03955	C00470	C00470	main
R04343	RP08048	C00470	C00617	trans
R04344	RP00001	C00005	C00006	cofac
R04344	RP09310	C03917	C12525	main
R04345	RP03978	C03918	C04625	main
R04346	RP00665	C00013	C00119	leave
R04346	RP03979	C03919	C04639	main
R04346	RP03980	C00119	C04639	main
R04347	RP03981	C03576	C03920	main
R04347	RP08049	C03920	C04488	trans
R04347	RP09224	C01217	C04488	main
R04348	RP00007	C00010	C00024	main
R04348	RP03983	C03922	C04504	main
R04348	RP08050	C00024	C04504	trans
R04349	RP03984	C03925	C04178	main
R04349	RP08051	C00001	C03925	leave
R04349	RP08052	C00014	C04178	leave
R04350	RP03985	C00065	C04771	main
R04350	RP03986	C03927	C04771	main
R04350	RP05699	C00001	C00065	leave
R04351	RP00003	C00002	C00008	main
R04351	RP03987	C03932	C04456	main
R04351	RP08053	C00002	C04456	trans
R04352	RP00028	C00015	C00167	main
R04352	RP03988	C04373	C11136	main
R04352	RP09824	C00167	C11136	trans
R04353	RP00028	C00015	C00167	main
R04353	RP09331	C05299	C11132	main
R04353	RP09821	C00167	C11132	trans
R04354	RP00028	C00015	C00167	main
R04354	RP08056	C00167	C11131	trans
R04354	RP09332	C05302	C11131	main
R04355	RP05709	C00011	C01209	leave
R04355	RP08057	C01209	C05744	trans
R04355	RP12520	C03939	C05744	trans
R04355	RP12521	C00229	C03939	main
R04356	RP00051	C00010	C00083	main
R04356	RP03992	C03946	C04385	main
R04356	RP08058	C00083	C04385	trans
R04357	RP00003	C00002	C00008	ligase
R04357	RP00010	C00002	C00009	ligase
R04357	RP03993	C00158	C05554	main
R04357	RP03994	C03955	C05554	main
R04357	RP12519	C03955	C05554	main
R04358	RP00003	C00002	C00008	main
R04359	RP00012	C00015	C00029	main
R04359	RP03996	C03963	C04716	main
R04359	RP08060	C00029	C04716	trans
R04360	RP00001	C00005	C00006	cofac
R04360	RP03997	C03715	C03968	main
R04361	RP00019	C00010	C00040	main
R04361	RP03998	C03968	C05977	main
R04361	RP08061	C00040	C05977	trans
R04362	RP03999	C00189	C04476	main
R04362	RP04000	C03968	C04476	main
R04362	RP08062	C00001	C03968	leave
R04363	RP00019	C00010	C00040	main
R04363	RP08063	C00040	C04361	trans
R04363	RP11468	C03820	C04361	main
R04364	RP00007	C00010	C00024	main
R04364	RP04002	C03972	C05539	main
R04364	RP08064	C00024	C05539	trans
R04364	RP12518	C00001	C05539	leave
R04365	RP00035	C00010	C00091	main
R04365	RP04003	C03972	C04462	main
R04365	RP05945	C00091	C04462	trans
R04365	RP08065	C00001	C04462	leave
R04366	RP00013	C00001	C00007	cofac
R04366	RP04004	C03985	C04433	main
R04366	RP08066	C00007	C04433	leave
R04367	RP04005	C02126	C03995	main
R04367	RP04006	C03995	C04815	main
R04368	RP04007	C00419	C04696	main
R04368	RP04008	C03998	C04696	main
R04368	RP08068	C00001	C03998	leave
R04369	RP00003	C00002	C00008	ligase
R04369	RP00010	C00002	C00009	ligase
R04369	RP04009	C00133	C04457	main
R04369	RP04010	C03999	C04457	main
R04370	RP00001	C00005	C00006	cofac
R04370	RP04011	C04000	C04561	main
R04371	RP04012	C04002	C05662	main
R04371	RP08069	C00001	C05662	leave
R04372	RP04013	C04006	C04063	main
R04372	RP05676	C00001	C00009	leave
R04372	RP08070	C00009	C04063	leave
R04373	RP04014	C00140	C04755	main
R04373	RP04015	C04010	C04755	main
R04373	RP05765	C00001	C00140	leave
R04374	RP04016	C03564	C05147	main
R04374	RP08072	C00001	C05147	leave
R04375	RP00002	C00003	C00004	cofac
R04375	RP12517	C03826	C05406	main
R04376	RP04018	C04044	C04479	main
R04376	RP08073	C00007	C04479	leave
R04377	RP00012	C00015	C00029	main
R04377	RP04019	C04046	C06040	main
R04377	RP08074	C00029	C06040	trans
R04378	RP00665	C00013	C00119	leave
R04378	RP04020	C04051	C04677	main
R04378	RP04021	C00119	C04677	trans
R04379	RP04022	C04052	C04186	main
R04380	RP04023	C04052	C05600	main
R04380	RP06054	C00011	C04052	leave
R04382	RP04026	C04053	C06118	main
R04382	RP12516	C04053	C06118	main
R04383	RP04027	C04053	C04349	main
R04384	RP04028	C04054	C04665	main
R04384	RP04029	C00132	C04665	main
R04384	RP05738	C00001	C00132	leave
R04385	RP00003	C00002	C00008	ligase
R04385	RP00010	C00002	C00009	ligase
R04385	RP00751	C04419	C06250	main
R04385	RP08075	C00288	C04419	leave
R04386	RP00124	C00024	C00083	main
R04386	RP00751	C04419	C06250	main
R04386	RP08076	C00083	C04419	trans
R04387	RP00001	C00005	C00006	cofac
R04387	RP04031	C04067	C04586	main
R04388	RP00003	C00002	C00008	main
R04388	RP04032	C04071	C04503	main
R04388	RP08077	C00002	C04503	trans
R04389	RP12515	C04073	C04196	main
R04390	RP00001	C00005	C00006	cofac
R04390	RP00752	C05535	C11482	main
R04390	RP04034	C04076	C05535	main
R04391	RP00003	C00002	C00008	main
R04391	RP04036	C04079	C04352	main
R04391	RP08078	C00002	C04352	trans
R04392	RP00013	C00001	C00007	cofac
R04392	RP04037	C04084	C04379	main
R04392	RP08079	C00007	C04379	leave
R04393	RP00703	C00243	C05396	main
R04393	RP02362	C00615	C04261	main
R04393	RP10167	C04261	C05396	trans
R04394	RP02362	C00615	C04261	main
R04394	RP04038	C01451	C06188	main
R04394	RP10169	C04261	C06188	trans
R04396	RP00004	C00019	C00021	main
R04396	RP08082	C00019	C04725	trans
R04396	RP12512	C04099	C04725	main
R04397	RP04040	C00033	C04690	main
R04397	RP04041	C04106	C04690	main
R04397	RP05678	C00001	C00033	leave
R04397	RP08083	C00001	C04106	leave
R04397	RP08084	C00011	C04690	leave
R04397	RP08085	C00014	C04690	leave
R04398	RP00004	C00019	C00021	main
R04398	RP04042	C04109	C04527	main
R04398	RP08086	C00019	C04527	trans
R04399	RP04043	C04115	C04324	main
R04399	RP06059	C00001	C04115	leave
R04400	RP00001	C00005	C00006	cofac
R04400	RP00013	C00001	C00007	cofac
R04400	RP04044	C03329	C04118	main
R04401	RP00003	C00002	C00008	main
R04401	RP12510	C04125	C04564	main
R04401	RP12511	C00002	C04564	trans
R04403	RP00003	C00002	C00008	main
R04403	RP12513	C04128	C04565	main
R04403	RP12514	C00002	C04565	trans
R04404	RP03083	C01277	C04637	main
R04404	RP05676	C00001	C00009	leave
R04404	RP09729	C00009	C04637	leave
R04405	RP00096	C00073	C00155	main
R04405	RP04049	C04144	C04489	main
R04405	RP08093	C00073	C04489	trans
R04409	RP00153	C00031	C04164	main
R04409	RP04050	C00132	C06358	main
R04409	RP08094	C04164	C06358	trans
R04410	RP00153	C00031	C04164	main
R04410	RP04052	C00469	C06359	main
R04410	RP08095	C04164	C06359	trans
R04411	RP00153	C00031	C04164	main
R04411	RP04053	C00069	C06357	main
R04411	RP08096	C04164	C06357	trans
R04412	RP00002	C00003	C00004	cofac
R04412	RP04054	C01760	C02533	main
R04413	RP00019	C00010	C00040	main
R04413	RP04055	C04635	C04756	main
R04413	RP08097	C00040	C04756	trans
R04416	RP12494	C00001	C04619	leave
R04416	RP12509	C04180	C04619	main
R04418	RP00002	C00003	C00004	cofac
R04418	RP00754	C04186	C04642	main
R04418	RP06061	C00001	C04186	leave
R04419	RP00001	C00005	C00006	cofac
R04419	RP00754	C04186	C04642	main
R04419	RP06061	C00001	C04186	leave
R04420	RP04060	C04188	C04582	main
R04421	RP00004	C00019	C00021	main
R04421	RP04061	C04207	C04208	main
R04421	RP08101	C00019	C04208	trans
R04422	RP04062	C00737	C04219	main
R04422	RP04063	C04219	C04219	trans
R04423	RP00037	C00015	C00203	main
R04423	RP04064	C04648	C06483	main
R04423	RP08102	C00203	C06483	trans
R04424	RP04065	C02225	C04225	main
R04424	RP08103	C00001	C02225	leave
R04425	RP04066	C04225	C04593	main
R04425	RP08104	C00001	C04593	leave
R04426	RP00002	C00003	C00004	cofac
R04426	RP04067	C04236	C04411	main
R04427	RP00004	C00019	C00021	main
R04427	RP04068	C04525	C05437	main
R04427	RP08105	C00019	C04525	trans
R04428	RP04069	C04246	C04618	main
R04428	RP08106	C00001	C04618	leave
R04429	RP00002	C00003	C00004	cofac
R04429	RP00755	C04246	C05745	main
R04430	RP00001	C00005	C00006	cofac
R04430	RP00755	C04246	C05745	main
R04431	RP00017	C00015	C00052	main
R04431	RP04071	C04247	C04775	main
R04431	RP08107	C00052	C04775	trans
R04432	RP00260	C00100	C00894	main
R04433	RP00162	C00390	C00399	cofac
R04435	RP04073	C00074	C06241	trans
R04435	RP04074	C04257	C06241	main
R04435	RP05676	C00001	C00009	leave
R04435	RP12367	C00009	C00074	leave
R04436	RP00004	C00019	C00021	main
R04436	RP04075	C04259	C05575	main
R04436	RP08108	C00019	C05575	trans
R04437	RP00013	C00001	C00007	cofac
R04437	RP04076	C04679	C07282	main
R04437	RP08109	C00007	C04679	leave
R04438	RP00014	C00025	C00026	main
R04438	RP04077	C00687	C04346	main
R04438	RP08110	C00026	C00687	trans
R04438	RP08111	C00025	C04346	trans
R04439	RP00001	C00005	C00006	cofac
R04439	RP04078	C04272	C06010	main
R04440	RP00001	C00005	C00006	cofac
R04440	RP04079	C04181	C04272	main
R04441	RP04080	C00141	C04272	main
R04441	RP08112	C00001	C04272	leave
R04443	RP04081	C04281	C05938	main
R04443	RP04082	C00001	C05938	leave
R04444	RP00002	C00003	C00004	cofac
R04444	RP00757	C04281	C05947	main
R04444	RP05840	C00001	C05947	leave
R04444	RP12507	C00001	C05947	leave
R04445	RP00001	C00005	C00006	cofac
R04445	RP00757	C04281	C05947	main
R04445	RP05840	C00001	C05947	leave
R04445	RP12507	C00001	C05947	leave
R04446	RP04084	C04282	C05941	main
R04446	RP08114	C00001	C05941	leave
R04447	RP04085	C04282	C05942	main
R04447	RP08115	C00001	C04282	leave
R04448	RP00003	C00002	C00008	main
R04448	RP04086	C04294	C04327	main
R04448	RP08116	C00002	C04327	trans
R04449	RP00008	C00002	C00020	ligase
R04449	RP00009	C00002	C00013	ligase
R04449	RP12505	C00033	C04334	main
R04449	RP12506	C04298	C04334	main
R04450	RP05678	C00001	C00033	leave
R04450	RP12505	C00033	C04334	main
R04450	RP12506	C04298	C04334	main
R04451	RP00020	C00015	C00043	main
R04451	RP04089	C04300	C04806	main
R04451	RP08117	C00043	C04806	trans
R04452	RP00679	C04317	C04598	main
R04452	RP04090	C00033	C04598	main
R04452	RP05678	C00001	C00033	leave
R04453	RP00001	C00005	C00006	cofac
R04453	RP04091	C04324	C04484	main
R04453	RP08118	C00001	C04324	leave
R04455	RP09133	C04330	C04377	main
R04456	RP00761	C00876	C01080	cofac
R04456	RP09133	C04330	C04377	main
R04457	RP03210	C04332	C04732	main
R04457	RP10421	C00001	C15556	leave
R04457	RP10606	C00009	C15556	leave
R04457	RP11492	C04332	C15556	main
R04457	RP12504	C00001	C15556	leave
R04458	RP00396	C00472	C00530	cofac
R04458	RP11491	C04332	C05995	main
R04459	RP04096	C04342	C04848	main
R04459	RP08120	C04848	C16667	main
R04460	RP00001	C00005	C00006	cofac
R04460	RP00013	C00001	C00007	cofac
R04460	RP10541	C00007	C15503	leave
R04460	RP11430	C03004	C15503	main
R04461	RP00130	C00001	C00027	cofac
R04461	RP04099	C02201	C04597	main
R04461	RP10375	C00027	C16644	leave
R04461	RP12503	C04597	C16644	main
R04462	RP06063	C00001	C04633	leave
R04463	RP00003	C00002	C00008	ligase
R04463	RP00010	C00002	C00009	ligase
R04463	RP00024	C00025	C00064	main
R04463	RP04102	C04376	C04640	main
R04463	RP05676	C00001	C00009	leave
R04463	RP08123	C00064	C04640	trans
R04463	RP08124	C00025	C04376	trans
R04464	RP00761	C00876	C01080	cofac
R04464	RP09315	C04377	C04488	main
R04466	RP00007	C00010	C00024	main
R04466	RP04105	C04384	C04649	main
R04466	RP08126	C00024	C04649	trans
R04467	RP00014	C00025	C00026	main
R04467	RP04106	C04390	C05539	main
R04467	RP08127	C00026	C05539	trans
R04467	RP08128	C00025	C04390	trans
R04469	RP00017	C00015	C00052	main
R04469	RP00261	C03692	C06037	main
R04469	RP08129	C00052	C06037	trans
R04470	RP00261	C03692	C06037	main
R04470	RP04108	C00124	C06037	main
R04470	RP05702	C00001	C00124	leave
R04471	RP04109	C00162	C03692	main
R04471	RP04110	C03692	C05401	main
R04471	RP05684	C00001	C00162	leave
R04471	RP08135	C00162	C03692	main
R04472	RP00261	C03692	C06037	main
R04472	RP02415	C00641	C03692	main
R04472	RP10315	C03692	C06037	trans
R04473	RP00108	C00173	C00229	main
R04473	RP00763	C03692	C04315	main
R04473	RP08130	C00173	C03692	trans
R04474	RP00763	C03692	C04315	main
R04474	RP04113	C03692	C06038	main
R04474	RP10316	C03692	C06038	trans
R04475	RP00014	C00025	C00026	main
R04475	RP04114	C04421	C04462	main
R04475	RP08131	C00026	C04462	trans
R04475	RP08132	C00025	C04421	trans
R04476	RP00016	C00053	C00054	main
R04476	RP04115	C04426	C04589	main
R04476	RP08133	C00053	C04589	trans
R04477	RP04117	C00015	C04427	main
R04478	RP04118	C04115	C04434	main
R04478	RP06059	C00001	C04115	leave
R04479	RP04119	C04437	C05131	main
R04479	RP05676	C00001	C00009	leave
R04479	RP08136	C00009	C04437	leave
R04480	RP00019	C00010	C00040	main
R04480	RP00452	C00350	C04438	main
R04480	RP06064	C00040	C00350	trans
R04481	RP00004	C00019	C00021	main
R04481	RP04120	C04441	C04692	main
R04481	RP08138	C00019	C04692	trans
R04482	RP04121	C04451	C05364	main
R04483	RP00002	C00003	C00004	cofac
R04483	RP04122	C04453	C04840	main
R04483	RP08139	C00011	C04840	leave
R04484	RP00007	C00010	C00024	main
R04484	RP04123	C04466	C04505	main
R04484	RP08140	C00024	C04505	trans
R04486	RP04124	C00037	C05464	main
R04486	RP04125	C04483	C05464	main
R04486	RP06065	C00001	C04483	leave
R04487	RP04126	C00245	C05463	main
R04487	RP04127	C04483	C05463	main
R04487	RP06065	C00001	C04483	leave
R04488	RP04128	C00058	C04484	main
R04488	RP04129	C04484	C06035	main
R04488	RP05683	C00001	C00058	leave
R04489	RP04130	C04484	C05375	main
R04490	RP04131	C00033	C04485	main
R04490	RP04132	C04485	C04486	main
R04490	RP05678	C00001	C00033	leave
R04491	RP00012	C00015	C00029	main
R04491	RP12501	C04487	C04759	main
R04491	RP12502	C00029	C04759	trans
R04493	RP00020	C00015	C00043	main
R04493	RP00685	C01290	C04845	main
R04493	RP06026	C00043	C04845	trans
R04494	RP00020	C00015	C00043	main
R04494	RP04135	C04500	C04537	main
R04494	RP08144	C00043	C04537	trans
R04495	RP00017	C00015	C00052	main
R04495	RP04136	C04502	C04818	main
R04495	RP08145	C00052	C04818	trans
R04496	RP00004	C00019	C00021	main
R04496	RP04137	C04506	C04748	main
R04496	RP08146	C00019	C04748	trans
R04498	RP00512	C00031	C01158	main
R04498	RP04138	C04516	C04576	main
R04498	RP08147	C01158	C04576	trans
R04500	RP04140	C04431	C04522	main
R04500	RP08149	C01327	C04522	leave
R04501	RP00002	C00003	C00004	cofac
R04501	RP00013	C00001	C00007	cofac
R04501	RP00764	C04530	C04814	main
R04501	RP06066	C00007	C04814	leave
R04502	RP00031	C00035	C00096	main
R04502	RP04142	C04537	C05860	main
R04502	RP08151	C00096	C05860	trans
R04503	RP04143	C00031	C04817	main
R04503	RP05679	C00001	C00031	leave
R04504	RP00003	C00002	C00008	main
R04504	RP11500	C04549	C05981	main
R04504	RP12622	C00002	C05981	trans
R04504	RP12623	C00002	C05981	trans
R04505	RP00004	C00019	C00021	main
R04505	RP04145	C04552	C04581	main
R04505	RP08152	C00019	C04552	trans
R04506	RP00002	C00003	C00004	cofac
R04506	RP04146	C04554	C05445	main
R04506	RP08153	C00001	C04554	leave
R04507	RP00008	C00002	C00020	ligase
R04507	RP00009	C00002	C00013	ligase
R04507	RP09271	C00010	C04644	main
R04507	RP09317	C04554	C04644	main
R04509	RP00003	C00002	C00008	main
R04509	RP04149	C04556	C04752	main
R04509	RP08154	C00002	C04752	trans
R04510	RP04150	C04558	C04559	main
R04511	RP00393	C00344	C00641	main
R04512	RP04152	C00191	C04674	main
R04512	RP05716	C00001	C00191	leave
R04512	RP09309	C03789	C04674	main
R04513	RP04189	C04637	C05981	main
R04513	RP05676	C00001	C00009	leave
R04513	RP08156	C00009	C05981	leave
R04514	RP00541	C00157	C04233	main
R04514	RP08157	C00157	C04680	trans
R04514	RP12500	C04571	C04680	main
R04515	RP04156	C04575	C05411	main
R04515	RP06067	C00011	C04575	leave
R04515	RP08158	C00001	C05411	leave
R04517	RP00002	C00003	C00004	cofac
R04517	RP00765	C04577	C04742	main
R04518	RP00001	C00005	C00006	cofac
R04518	RP00765	C04577	C04742	main
R04520	RP04160	C04590	C04638	main
R04520	RP04161	C00353	C04638	trans
R04520	RP05736	C00013	C00353	leave
R04521	RP08161	C00001	C04785	leave
R04522	RP04163	C04596	C04623	main
R04522	RP08162	C01327	C04623	leave
R04523	RP00001	C00005	C00006	cofac
R04523	RP00013	C00001	C00007	cofac
R04523	RP04165	C04599	C04731	main
R04523	RP08163	C00007	C04731	leave
R04524	RP11505	C04604	C06050	main
R04525	RP04166	C00033	C04606	main
R04525	RP04167	C04606	C04711	main
R04525	RP05678	C00001	C00033	leave
R04526	RP04168	C00015	C01623	main
R04526	RP04169	C04608	C04858	main
R04526	RP08165	C01623	C04858	trans
R04527	RP04170	C00065	C04776	main
R04527	RP04171	C04610	C04776	main
R04527	RP12496	C00001	C04610	leave
R04529	RP00014	C00025	C00026	main
R04529	RP04173	C04613	C04630	main
R04529	RP08167	C00026	C04613	trans
R04529	RP08168	C00025	C04630	trans
R04531	RP00017	C00015	C00052	main
R04531	RP04175	C00611	C04847	main
R04531	RP08170	C00052	C04847	trans
R04532	RP00022	C00055	C00128	main
R04532	RP04176	C00611	C04886	main
R04532	RP08171	C00128	C04886	trans
R04533	RP00001	C00005	C00006	cofac
R04533	RP04177	C04618	C05744	main
R04534	RP00001	C00005	C00006	cofac
R04534	RP12495	C04619	C05753	main
R04535	RP12493	C04619	C05754	main
R04535	RP12494	C00001	C04619	leave
R04536	RP00001	C00005	C00006	cofac
R04536	RP04180	C04620	C05750	main
R04537	RP04181	C04620	C05751	main
R04537	RP08172	C00001	C04620	leave
R04538	RP04182	C04621	C04622	main
R04540	RP00766	C04628	C04832	main
R04540	RP04183	C03576	C04832	main
R04540	RP12492	C11903	C11904	cofac
R04541	RP00766	C04628	C04832	main
R04541	RP04185	C03920	C04832	trans
R04541	RP08173	C01438	C03920	main
R04542	RP05676	C00001	C00009	leave
